anex_xml_id,catalog_hotel_id
14572,37626
14573,44742
14574,37620
14576,45065
14586,44587
14587,51820
14596,33756
14597,2695
14599,45427
14603,32312
14608,38658
14609,8995
14622,112928
14623,52255
14627,755
14632,56908
14633,51059
14634,46715
14635,49860
14638,3107
14640,526
14643,51667
14644,8925
14659,32216
14665,52344
14666,23287
14669,43063
14685,51577
14686,45249
14695,32311
14698,43669
14702,54329
14704,52065
14710,9850
14714,49043
14715,51165
14716,11179
14783,2666
14785,2682
14787,49850
14792,2617
14794,51256
14799,5391
14801,55044
14805,1369
14809,47658
14810,9246
14811,53516
14815,42662
14819,1378
14820,1392
14827,50938
14828,55043
14833,7241
14841,53514
14845,1344
14856,32623
14859,22291
14861,49218
14866,56444
14871,53495
14878,43497
14879,7109
14892,23243
14893,55077
14898,20379
14910,8883
14916,44984
14920,9614
14925,3456
14926,54593
14929,49612
14933,54592
14936,31844
14937,15873
14939,9751
14941,9803
14942,10300
14948,45279
14954,17699
14965,51807
14973,29553
14985,27656
14987,1208
14992,55668
14993,9827
14996,56561
15006,28588
15008,17696
15009,55201
15013,1118
15016,55655
15017,1586
15019,1530
15020,1531
15021,5441
15024,55926
15025,8530
15027,1681
15028,3188
15030,3186
15031,3187
15036,6447
15037,5634
15043,49082
15044,30645
15063,25317
15065,10371
15074,7600
15084,10324
15085,58272
15088,55305
15093,11077
15094,11092
15096,11209
15099,28562
15100,11253
15101,11256
15109,1715
15112,55657
15129,15745
15133,20565
15136,1702
15138,37843
15142,56469
15157,37669
15162,1503
15167,55829
15168,3450
15172,9395
15180,52925
15186,56085
15194,1608
15195,48328
15196,15900
15198,31781
15202,1922
15207,9380
15208,55505
15209,8901
15211,1644
15216,27556
15225,55496
15230,22020
15236,2152
15241,47819
15246,21847
15250,30643
15251,28636
15253,1675
15254,16142
15256,34038
15257,1650
15258,54191
15260,67065
15263,53659
15267,48093
15270,5566
15274,55266
15280,28135
15286,51590
15291,40722
15295,40753
15296,46576
15304,40713
15308,23204
15358,37602
15360,48093
15361,40713
15369,50432
15371,37662
15388,37485
15396,44982
15398,2166
15400,57618
15401,43664
15402,21859
15414,56898
15418,15917
15424,38932
15428,37573
15438,2267
15460,54710
15462,1705
15463,1249
15495,37602
15501,53659
15503,51590
15504,4355
15505,48093
15506,40713
15513,50432
15515,37662
15516,44735
15518,37602
15521,53659
15523,51590
15524,48093
15525,40713
15534,44735
15536,50432
15538,37662
15539,37602
15541,53659
15543,51590
15544,48093
15545,40713
15554,44735
15556,50432
15558,37662
15559,37602
15561,53659
15563,51590
15564,40713
15573,44735
15575,50432
15577,37662
15578,37602
15580,53659
15582,51590
15583,48093
15584,40713
15593,44735
15595,50432
15597,37662
15598,9351
15599,46731
15613,56137
15628,41054
15638,49274
15649,3486
15651,24454
15658,51590
15659,48093
15666,51590
15667,48093
15719,37602
15722,51590
15724,40713
15731,50432
15733,37662
15734,45728
15735,57471
15738,1703
15743,49569
15744,8942
15745,1662
15748,28577
15753,43789
15757,61687
15758,55906
15764,55512
15771,24723
15796,5487
15800,5366
15801,20268
15805,27339
15871,28782
15909,57865
15910,57431
15915,10488
15921,37224
15926,11247
15932,16416
15952,11186
15953,11020
15954,8980
15955,1863
15963,46675
15981,8952
16002,40715
16003,48852
16005,8978
16008,30358
16013,52222
16028,31861
16031,55493
16034,50392
16037,40711
16040,44743
16042,37637
16044,40751
16045,42878
16052,461
16060,23276
16063,56256
16064,48357
16072,20251
16078,8049
16079,45243
16080,42514
16094,57160
16095,47817
16100,59355
16106,17629
16107,3467
16110,57156
16117,57664
16120,43741
16125,5404
16127,2130
16129,60378
16131,28528
16133,3680
16135,46769
16141,32141
16142,54385
16144,49510
16145,48300
16148,9323
16151,57477
16152,56094
16153,3980
16157,1401
16171,5368
16176,19590
16190,57066
16194,27575
16195,9349
16197,56213
16199,6416
16207,56073
16208,55381
16211,56567
16212,9434
16217,3488
16218,48212
16228,59563
16235,19987
16246,15755
16248,5595
16250,16232
16253,6685
16255,24468
16257,3498
16270,17646
16273,56253
16276,42995
16277,30354
16278,46579
16283,65944
16298,6664
16300,63198
16302,9158
16305,15953
16316,57658
16332,57697
16336,9248
16344,24089
16346,24087
16349,24088
16357,29173
16368,24008
16369,24180
16373,42841
16375,24023
16376,24175
16381,24170
16382,29172
16392,24158
16393,24156
16395,24155
16396,24154
16400,42845
16404,24148
16405,24147
16406,55709
16408,42849
16410,24142
16412,24140
16414,24138
16418,44622
16421,24133
16422,24132
16423,32203
16430,24120
16439,32201
16440,23981
16444,24108
16449,42848
16450,46022
16462,24092
16465,46486
16466,47763
16470,24080
16473,45509
16474,24077
16477,46024
16481,24074
16483,24072
16490,24068
16497,56304
16498,24061
16502,24059
16503,52561
16507,24053
16510,45073
16516,46026
16525,24045
16526,24044
16527,24049
16528,24043
16529,24034
16530,24042
16540,24029
16543,24026
16544,24024
16545,24022
16546,24021
16547,24020
16548,24019
16549,24018
16552,24017
16556,24014
16559,32195
16562,24010
16563,24009
16568,44613
16573,42851
16574,23994
16578,32193
16580,23990
16582,23988
16587,23986
16598,23978
16600,29165
16602,39124
16607,37602
16610,51590
16611,48093
16612,40713
16617,37640
16619,46239
16625,44735
16627,50432
16629,37662
16651,37602
16654,51590
16655,48093
16656,40713
16661,37640
16663,46239
16669,44735
16671,50432
16673,37662
16674,27537
16675,5360
16682,56259
16695,54601
16699,9587
16703,9640
16705,10797
16708,9955
16713,2652
16718,10650
16721,11080
16722,11144
16724,11218
16727,35784
16729,45894
16732,47015
16733,7498
16741,1899
16742,5255
16751,54286
16763,20716
16777,9296
16778,56052
16780,9617
16791,51001
16797,1860
16799,56980
16800,56333
16808,2554
16812,48309
16816,58379
16818,58377
16826,37675
16828,54769
16883,36986
16887,56715
16888,56716
16891,32478
16904,37027
16906,40777
16910,37005
16916,37020
16918,52239
16933,36984
16951,59453
16953,1907
16954,5603
16994,46043
17015,46043
17050,33515
17061,29324
17063,46043
17108,46043
17146,8929
17149,33654
17154,24941
17163,52309
17171,55654
17172,1170
17180,18272
17181,49877
17182,23706
17189,57954
17190,56849
17197,56867
17198,27684
17199,57474
17205,48795
17217,7865
17235,1616
17238,5635
17239,313
17240,36990
17242,65710
17244,28658
17258,57366
17259,46228
17273,57080
17292,24491
17294,16793
17295,3407
17297,47023
17299,1164
17303,1007
17304,52872
17306,59128
17309,2219
17310,3413
17312,1227
17313,53515
17314,9334
17315,55191
17317,1108
17319,52905
17320,21758
17325,50737
17328,57158
17329,57603
17332,57082
17333,56872
17353,33845
17354,20206
17355,11231
17357,29424
17363,59020
17366,9664
17367,57207
17370,33813
17372,19869
17373,10865
17380,51530
17381,27292
17383,57615
17384,58329
17387,9407
17397,57659
17398,57662
17399,19116
17429,59067
17439,57650
17445,1146
17450,56720
17451,37004
17452,57155
17453,57719
17454,37008
17457,44567
17466,57599
17467,57620
17468,37014
17471,24503
17472,57605
17474,59635
17480,214
17481,868
17482,26781
17488,44569
17493,24469
17498,7966
17507,56880
17508,56879
17510,52311
17519,563
17520,43477
17521,43476
17522,33736
17532,11722
17533,11731
17534,15827
17536,11729
17540,59336
17541,58391
17544,59528
17545,58390
17551,58034
17553,6518
17555,45122
17560,57660
17561,17614
17563,45855
17566,57627
17570,55205
17578,43641
17583,3871
17585,58363
17586,57597
17588,24456
17595,58163
17598,57609
17599,24493
17602,57611
17605,58678
17607,57157
17609,57159
17611,57655
17624,5690
17625,5329
17635,55041
17645,48302
17650,58518
17654,22860
17669,58680
17671,48296
17676,56093
17678,321
17682,57469
17683,15777
17684,58366
17685,59455
17688,57862
17694,23285
17695,57705
17696,51812
17698,48434
17699,44491
17701,493
17703,2507
17704,57680
17705,4638
17706,3085
17707,51406
17711,2294
17712,59454
17713,57404
17721,42141
17722,2329
17730,13880
17731,24773
17747,16352
17776,4577
17796,61055
17799,58597
17804,20375
17807,6667
17814,5333
17824,1592
17829,67727
17830,18583
17832,19247
17833,19250
17867,29603
17875,56955
17893,29599
17949,36363
17955,28400
17958,57657
17964,24449
17969,64087
17970,58364
17974,13890
17977,2693
17986,22932
18001,58677
18002,2842
18008,57600
18012,58675
18014,46727
18015,24742
18016,2286
18020,2309
18023,159993
18024,2405
18030,2398
18032,2399
18034,28416
18035,2402
18036,44487
18037,3159
18047,913
18049,8874
18052,57456
18056,5314
18057,32308
18061,56933
18068,59118
18075,6641
18080,48881
18088,58180
18096,22184
18098,36372
18100,62539
18105,37347
18107,2371
18110,10847
18114,16321
18115,2327
18116,2318
18128,9594
18130,78988
18132,45951
18133,35923
18135,10051
18137,160188
18139,34134
18140,10256
18145,4582
18156,10812
18157,12076
18159,19902
18160,10871
18161,10900
18162,9613
18163,20042
18166,34170
18168,11290
18181,64552
18183,8861
18185,28354
18189,44929
18190,58365
18192,48166
18193,44761
18203,56705
18205,3004
18214,19340
18218,6514
18220,5715
18223,46091
18225,53217
18228,63982
18229,23761
18231,37310
18256,1113
18270,49010
18272,12055
18277,2352
18283,4576
18284,24705
18292,58185
18294,61603
18297,28357
18299,2299
18306,2330
18307,12063
18308,2343
18309,2347
18310,2870
18312,2360
18313,44762
18325,28349
18326,24747
18327,24748
18330,42239
18334,24766
18337,58093
18339,1420
18343,37342
18345,12034
18346,2310
18349,2400
18351,24675
18353,44757
18354,12036
18361,39641
18368,12052
18369,24690
18372,16342
18373,4573
18374,42168
18378,63777
18379,58193
18389,58183
18402,2882
18404,12095
18407,49024
18410,52425
18418,44681
18420,12033
18422,2313
18424,57092
18426,2323
18435,13881
18447,13882
18452,55725
18453,24707
18454,16353
18456,24710
18457,24757
18464,42161
18466,56309
18470,2284
18472,57050
18474,1421
18475,37348
18479,12050
18482,42157
18483,24691
18486,1555
18487,46677
18488,16962
18490,55780
18491,6501
18493,1921
18494,1857
18495,6528
18499,6434
18501,6320
18502,6515
18508,58117
18509,58886
18516,1872
18522,33195
18527,29197
18528,3947
18531,60214
18532,60214
18538,5548
18539,5548
18542,61521
18547,62535
18554,57702
18555,59613
18566,24769
18567,28417
18576,58545
18577,23202
18589,1997
18601,10887
18602,9274
18611,57652
18631,43475
18634,16160
18637,7856
18638,61598
18641,5365
18642,53612
18646,975
18647,43454
18701,52047
18725,34265
18728,7044
18733,25207
18736,13161
18737,25353
18741,2996
18743,44728
18744,46093
18766,13519
18767,13537
18772,13801
18773,13641
18774,13644
18776,13672
18777,34695
18781,5115
18791,47786
18793,65355
18794,19104
18798,37878
18801,6517
18819,56551
18824,59604
18832,59117
18835,8846
18837,56005
18841,8977
18848,59607
18861,33156
18863,15892
18864,9278
18866,57440
18867,21808
18870,54814
18873,58635
18874,33222
18879,1615
18881,127921
18894,58657
18899,59458
18905,7878
18906,8206
18920,21783
18922,1279
18924,40170
18926,17417
18927,1304
18937,60468
18938,12158
18939,16937
18952,10404
18954,31660
18956,10584
18960,57688
18962,59605
19007,57924
19010,59606
19016,29496
19021,10962
19023,10992
19028,11027
19032,54291
19035,29547
19041,10636
19048,57164
19057,56063
19062,7994
19063,4260
19065,8073
19074,27864
19083,3854
19088,11083
19097,11114
19099,2279
19100,60798
19109,60523
19110,62495
19111,62744
19115,57846
19122,54709
19124,56217
19126,23252
19135,13656
19136,35042
19137,58814
19147,59452
19150,59301
19157,58813
19158,28482
19159,56421
19166,6500
19168,18466
19169,5380
19182,58661
19200,28641
19211,16027
19212,34013
19221,10320
19223,54380
19232,40750
19233,37664
19234,50394
19235,50398
19236,60544
19280,9419
19286,9326
19297,55873
19311,28726
19313,10620
19316,8919
19320,19980
19321,11250
19324,5747
19328,43010
19333,15742
19353,57332
19389,29416
19392,64364
19411,17607
19413,46850
19416,63902
19425,10737
19507,16498
19520,10411
19531,9673
19539,64187
19541,10332
19548,10565
19549,21650
19550,21651
19555,9558
19557,60497
19558,60520
19565,59696
19566,10004
19569,59691
19570,58655
19572,16230
19574,19684
19575,73191
19577,33655
19580,61600
19586,60175
19587,59609
19588,9245
19593,20174
19594,49205
19599,49457
19603,19586
19607,28517
19609,61162
19610,1280
19611,5443
19614,129972
19620,59504
19621,2163
19622,8109
19627,22526
19635,16025
19636,63851
19639,68210
19642,40903
19644,60186
19651,59120
19652,20422
19653,2984
19654,58649
19655,55919
19662,60174
19665,63698
19672,3021
19674,683
19682,59594
19691,41217
19694,64636
19704,9335
19708,59419
19714,61523
19715,15716
19716,10000
19721,64136
19722,60173
19725,8873
19739,48093
19740,62495
19741,40713
19742,62744
19747,50432
19750,37662
19759,62495
19760,62744
19769,9800
19770,9852
19782,29463
19784,10542
19786,843
19790,9643
19793,11221
19800,62495
19801,62744
19806,9422
19814,40890
19862,9813
19867,42910
19920,3507
19922,31546
19930,6344
19932,60575
19935,41672
19940,64669
19945,58639
19956,8052
19957,60467
19960,9435
19964,3471
19965,55863
19968,64085
19971,16448
19984,50432
19986,49204
19987,8126
19988,12038
19991,62537
20004,59940
20006,55381
20008,40727
20010,40744
20014,55381
20017,40727
20019,40744
20028,64222
20029,62531
20030,62533
20046,46197
20047,63282
20049,60532
20050,60073
20052,56591
20053,58427
20060,57684
20068,32217
20069,57687
20073,21268
20076,16432
20078,10518
20080,12064
20081,60813
20084,10487
20087,2382
20088,64227
20096,49984
20100,50713
20109,54582
20110,5237
20141,2388
20142,9848
20145,46745
20161,10770
20162,25734
20167,2320
20173,17570
20185,3318
20194,9421
20247,56425
20255,64137
20256,20071
20259,51550
20260,2218
20273,47823
20276,61577
20277,63888
20278,4400
20279,1476
20283,63131
20285,1696
20288,64064
20290,61604
20293,48322
20294,2520
20297,34036
20304,64016
20315,64078
20321,50398
20322,62743
20325,62442
20326,62441
20330,2623
20331,32210
20333,45613
20334,52342
20335,63195
20338,47342
20348,9450
20353,35456
20367,43312
20368,46541
20371,47725
20378,36090
20390,47724
20393,61593
20394,1690
20405,61525
20412,20633
20424,10255
20457,162730
20458,64080
20468,58670
20469,60385
20474,5504
20497,57880
20498,1519
20528,63158
20547,61599
20574,132653
20581,28542
20627,61697
20630,64082
20632,64794
20638,56139
20642,46110
20689,1612
20691,64099
20692,64081
20693,10459
20696,47703
20705,58637
20713,11232
20725,62495
20730,62495
20735,62495
20740,62495
20745,62495
20759,62475
20760,60546
20761,62478
20765,37543
20779,24126
20781,66952
20793,11080
20795,24177
20799,30726
20822,30725
20856,24090
20858,24091
20860,24149
20863,58066
20864,44621
20865,52652
20866,58861
20867,50678
20868,44610
20875,62417
20876,65956
20877,58109
20878,58108
20889,35313
20895,61145
20898,46764
20907,62532
20919,2643
20920,48435
20958,63984
20971,62495
20976,62495
20981,62495
20986,62495
21001,72404
21011,16942
21019,63753
21020,64175
21021,51141
21022,68952
21037,63166
21045,64091
21046,64090
21047,49532
21048,63773
21051,67445
21052,63933
21054,69039
21058,4142
21062,64086
21068,62764
21073,58067
21078,45784
21082,45871
21083,45778
21089,45871
21101,45778
21109,45784
21113,45871
21192,15744
21195,62475
21196,861
21198,63717
21206,3233
21209,24867
21225,39086
21229,37597
21233,37597
21238,40865
21243,43312
21246,51137
21255,37590
21258,37597
21259,37845
21260,58768
21263,37584
21265,43874
21270,56219
21289,2374
21290,63780
21291,37365
21297,37021
21298,63754
21303,17257
21304,63687
21312,45140
21313,52302
21321,5412
21326,15731
21330,56878
21335,16132
21337,11715
21370,68667
21393,14217
21403,64232
21404,64106
21407,15181
21408,14143
21409,14170
21411,14667
21412,15527
21413,14270
21415,14442
21418,14726
21424,15167
21453,13315
21454,13282
21455,14195
21456,64338
21460,13313
21466,13612
21474,14435
21475,31656
21478,15164
21485,13801
21498,64077
21501,65275
21502,65276
21504,58672
21511,13719
21514,13495
21528,13731
21529,13772
21532,13794
21534,43479
21537,42029
21539,56560
21540,19625
21542,50419
21547,13146
21553,13192
21565,13150
21572,44341
21577,64400
21584,25325
21585,13410
21586,13704
21599,45968
21601,64205
21602,23901
21605,49826
21610,23921
21612,23947
21628,13802
21652,23964
21660,23894
21668,57374
21676,45050
21683,57740
21685,15659
21700,15091
21714,60206
21715,51138
21719,15642
21720,15657
21722,15655
21723,15134
21724,15654
21726,15641
21727,15650
21728,15645
21732,14236
21733,14791
21745,14248
21749,15527
21750,14818
21751,14645
21767,14616
21768,14617
21770,14726
21783,696
21785,15216
21786,15219
21789,64566
21792,63889
21813,44733
21822,44551
21837,30753
21856,64138
21864,60074
21869,56479
21870,62743
21891,44432
21892,62818
21926,9665
21927,14798
21935,44734
21936,62745
21937,45070
21940,46545
21943,14274
21945,53818
21953,64914
21969,64156
21973,23963
21977,14875
21981,64783
21990,59525
21997,49825
22013,47091
22014,23961
22023,12634
22025,12753
22026,12298
22027,12337
22031,58031
22032,69912
22034,23928
22036,23941
22051,23975
22066,23970
22067,50518
22076,64083
22078,117733
22082,15120
22094,64928
22103,863
22105,50594
22106,15842
22109,63705
22111,2086
22113,4097
22114,59471
22118,913
22121,21748
22124,2087
22129,4117
22131,2905
22158,54319
22174,899
22175,63706
22176,890
22178,214
22179,23337
22185,63849
22187,63718
22189,63703
22190,59458
22195,884
22200,879
22202,335
22203,68705
22208,872
22209,26699
22210,15813
22226,4151
22227,63711
22229,11710
22230,916
22231,122
22234,44455
22240,15819
22242,58363
22243,58034
22249,51807
22250,68707
22252,15805
22254,69039
22262,4132
22264,58396
22266,51153
22270,32417
22274,865
22278,911
22283,38607
22291,36343
22293,859
22294,44438
22303,63846
22304,883
22307,68725
22308,21726
22309,296
22310,864
22317,51820
22321,23339
22325,21744
22326,58413
22328,878
22330,925
22335,320
22337,4121
22341,15835
22345,51062
22346,72678
22349,54329
22350,71620
22354,26700
22363,4111
22366,47492
22367,51158
22368,2088
22369,242
22370,68701
22372,4131
22374,63724
22375,63722
22377,871
22384,69156
22389,64913
22393,64596
22394,54280
22396,54291
22417,11341
22419,58561
22423,11344
22424,24514
22429,58559
22433,24485
22434,24478
22435,24479
22436,24484
22437,24481
22439,44911
22440,24482
22441,51051
22442,24480
22443,24487
22444,24488
22445,14114
22449,11393
22451,24518
22452,11354
22454,11358
22455,14111
22457,34724
22458,24523
22459,61326
22460,43597
22461,61340
22462,43599
22463,64663
22464,61336
22465,24521
22466,61337
22467,61338
22468,61339
22469,61341
22470,63235
22471,63234
22472,43598
22473,24520
22474,43587
22477,38671
22480,43596
22481,57689
22482,11366
22484,11365
22487,66502
22488,11370
22489,64798
22493,11375
22496,47116
22499,11378
22508,28125
22509,43594
22510,28126
22511,43593
22515,63237
22516,34726
22517,43592
22518,11397
22519,11389
22522,11391
22526,61331
22528,20207
22529,14121
22530,34728
22552,79733
22554,64923
22556,20210
22561,11309
22564,13019
22565,38639
22584,65634
22620,68953
22622,64949
22627,32496
22636,14505
22660,65122
22663,42314
22664,63946
22665,64961
22666,24809
22678,68667
22687,65121
22692,37845
22704,51166
22709,65582
22714,29280
22716,9856
22717,10272
22718,12297
22719,12298
22722,12337
22724,11012
22727,64769
22731,12634
22733,12753
22734,12298
22737,12337
22744,12370
22746,11331
22747,12634
22749,12753
22750,12298
22753,12337
22757,12634
22759,12753
22760,12298
22763,12337
22772,6622
22781,12407
22783,12421
22789,65572
22793,65567
22794,65574
22797,3805
22801,46434
22824,12472
22825,44715
22826,12551
22827,36915
22828,62248
22831,12620
22832,37632
22836,65042
22839,37011
22846,63625
22847,12706
22848,12720
22851,14207
22854,12746
22855,12753
22857,31694
22858,2948
22859,12759
22861,55860
22868,12870
22870,63354
22871,12905
22872,64103
22873,3464
22883,65151
22895,12991
22896,40225
22900,12990
22901,12993
22902,12996
22907,779
22911,65626
22913,68025
22919,5373
22924,9562
22929,52343
22972,58096
22973,65156
22974,10165
22977,16490
22978,40229
22980,10484
22986,5463
22988,5466
22993,14196
22996,65146
22997,16592
23025,65970
23028,66684
23029,15521
23030,64836
23031,63214
23034,15569
23036,67099
23037,20116
23044,15673
23047,9607
23051,16596
23053,9563
23056,11140
23065,45871
23088,2211
23095,65308
23096,10875
23098,1673
23106,57991
23115,65229
23119,28468
23140,43814
23246,77902
23249,65776
23250,65621
23252,65306
23255,65366
23271,58518
23276,63068
23277,60485
23282,67243
23297,35018
23302,68709
23304,65659
23306,3436
23359,66726
23365,65711
23369,38992
23390,9805
23395,9802
23400,56569
23401,55882
23403,62995
23406,7533
23415,56488
23416,10845
23417,10428
23427,27824
23428,56324
23436,11247
23437,111079
23438,60178
23441,65620
23443,68958
23453,9939
23457,3526
23460,71158
23466,53583
23493,58729
23506,69166
23510,65577
23513,53667
23516,65573
23520,68925
23522,65722
23524,49531
23537,11111
23543,2852
23545,16509
23563,10065
23582,59713
23589,65360
23590,16537
23592,4750
23593,65563
23604,49007
23605,9124
23614,33714
23628,68703
23632,66151
23639,42175
23652,10371
23663,81325
23664,57990
23665,67108
23669,65578
23670,65565
23671,65569
23672,65571
23673,65570
23674,65564
23676,65579
23677,65575
23686,11234
23688,54757
23697,43878
23706,41540
23710,39083
23711,65652
23714,25372
23715,37597
23721,37597
23729,16399
23730,37597
23738,37597
23747,10505
23748,10505
23750,9982
23760,46671
23763,25885
23764,25350
23772,67316
23774,28184
23780,66866
23781,33400
23782,71188
23790,43587
23800,15167
23809,9943
23810,12197
23811,109442
23816,72215
23817,14984
23822,68214
23826,10344
23827,65712
23832,65725
23839,58931
23840,58930
23848,10682
23849,10897
23851,20085
23854,66999
23856,20141
23862,59667
23864,68713
23867,66861
23873,9855
23877,16389
23887,16474
23888,25409
23889,16552
23891,10811
23897,40365
23898,10782
23899,10477
23901,10788
23906,59390
23908,61292
23910,9609
23912,31609
23915,31617
23916,10784
23918,11141
23920,29494
23922,10380
23925,10984
23927,68686
23932,11235
23940,20072
23941,16590
23945,17253
23952,11268
23953,68957
23954,74004
23960,9969
23961,12427
23967,33960
23970,52309
23973,10105
23974,10493
23975,9972
23991,19600
23993,112934
23995,66830
24003,10404
24005,11083
24007,19340
24011,10812
24012,10065
24013,29496
24015,31660
24017,16500
24018,10521
24019,10857
24020,16522
24021,31610
24023,2154
24034,36422
24035,69182
24036,14664
24039,43232
24044,16524
24047,36489
24058,12325
24069,64063
24073,11090
24075,11223
24084,147788
24090,65864
24091,47315
24098,53587
24099,10235
24106,116288
24108,68703
24116,65658
24126,26210
24130,53652
24131,65654
24135,52773
24136,49687
24137,64868
24138,26402
24139,26329
24140,65655
24141,57318
24142,26500
24143,26503
24147,3651
24189,43883
24195,56223
24196,56225
24197,57078
24220,37597
24227,51056
24237,10430
24239,20087
24245,58013
24250,69199
24258,9841
24259,10772
24261,12634
24264,12753
24265,12298
24266,23646
24273,12638
24279,67115
24280,23646
24282,26254
24284,27401
24289,66366
24292,5042
24294,2549
24297,4806
24304,46192
24322,66374
24326,45789
24328,68244
24329,65713
24334,9682
24335,9705
24336,9620
24340,11306
24341,16501
24347,10589
24351,10964
24353,42006
24354,60308
24358,64792
24359,67577
24365,28580
24370,56463
24374,66399
24375,67125
24379,57701
24385,64216
24398,75715
24399,66518
24400,64223
24408,49573
24410,69022
24413,62495
24418,62495
24422,62495
24424,11076
24428,68802
24434,37123
24445,66897
24452,60551
24457,9586
24464,65900
24470,46127
24474,32446
24477,38331
24478,62838
24479,66534
24481,66903
24483,66904
24487,51290
24524,66379
24538,66640
24557,2628
24558,46724
24564,47346
24566,10296
24570,56295
24572,65772
24577,65774
24578,19350
24582,16521
24583,10870
24585,43309
24591,48325
24594,67901
24604,66797
24606,36468
24618,14531
24629,67900
24635,38188
24637,30723
24642,57908
24650,38191
24689,8917
24690,65954
24699,14435
24709,67117
24731,66161
24821,9863
24822,66967
24823,31446
24824,9581
24829,68949
24866,38158
24876,39080
24878,9436
24882,69178
24887,45985
24896,66981
24919,45792
24920,45871
24921,45778
24925,42008
24935,56699
24949,61658
24955,55198
24964,64351
24967,65994
24970,19055
24976,75048
24982,68164
24983,13165
24992,13141
25000,69236
25001,29456
25021,56221
25033,66496
25038,69886
25039,68587
25043,66894
25055,65966
25056,65968
25057,39091
25063,60614
25071,67903
25081,17590
25084,21753
25098,2827
25101,28064
25104,57157
25105,64083
25108,56139
25110,2861
25112,12150
25117,36398
25119,43676
25123,2833
25126,2818
25128,43652
25129,2849
25131,5389
25133,24466
25135,2807
25136,58680
25137,5410
25139,43741
25140,56085
25143,43669
25144,24458
25145,5399
25146,12140
25153,49519
25155,2810
25158,2834
25160,33659
25161,57618
25163,36392
25164,2847
25167,12138
25169,65713
25173,24505
25176,9831
25178,14217
25180,14726
25181,14248
25184,9874
25188,14603
25190,63836
25192,15181
25193,15527
25194,15534
25196,4288
25197,65933
25198,65934
25201,14551
25212,26489
25213,26300
25223,68427
25224,16600
25225,26171
25226,11184
25230,10913
25242,26441
25256,65660
25257,26347
25261,66396
25262,27425
25266,26123
25267,26446
25268,26404
25270,16399
25274,26390
25275,47808
25276,26314
25278,26128
25280,64867
25282,855
25285,895
25286,861
25287,26291
25289,44462
25295,68712
25299,58414
25301,23317
25302,49875
25304,4156
25312,51818
25313,59455
25316,23313
25317,23652
25320,26766
25323,68711
25329,68681
25330,44441
25333,15777
25336,26109
25341,68020
25350,167
25351,63851
25377,71740
25382,63180
25384,26326
25385,4100
25386,23335
25387,26115
25389,26237
25395,68803
25399,45561
25403,66896
25417,66307
25419,37597
25421,43878
25424,64722
25430,59995
25450,60013
25451,60014
25460,43079
25463,44671
25464,4104
25468,68748
25473,66401
25480,68711
25481,68735
25483,68728
25484,53565
25496,66860
25528,17516
25564,38604
25568,898
25582,44685
25584,67471
25588,23660
25590,68717
25592,2726
25593,67519
25596,30736
25601,5194
25605,59596
25606,58638
25614,67250
25620,320
25625,69043
25632,59673
25633,26438
25636,19688
25672,13313
25674,13348
25681,13628
25685,13761
25698,13386
25700,4164
25705,75958
25714,13626
25720,33837
25727,13713
25730,67910
25731,75593
25733,69192
25734,13320
25735,67497
25739,13336
25744,13754
25755,8129
25756,67245
25757,65554
25767,66191
25777,68706
25782,68718
25789,9329
25805,10600
25809,13542
25810,58957
25823,13607
25828,68717
25832,64753
25833,64099
25835,67691
25847,69195
25849,46889
25853,63697
25855,63717
25860,13668
25863,13647
25864,13429
25871,11452
25876,33807
25877,28346
25878,64221
25879,28384
25880,67130
25885,13501
25886,66521
25888,48167
25889,28389
25890,28392
25891,69513
25894,10134
25896,64420
25897,20217
25898,8836
25907,13670
25909,8008
25917,64069
25924,9780
25926,9781
25928,69008
25929,10138
25930,15688
25939,10975
25941,11131
25956,13441
25961,66538
25970,4515
25974,68832
25975,14159
25977,14157
25978,14156
25983,15569
25984,20050
25988,63625
26003,14613
26004,14614
26006,14274
26007,10518
26012,10306
26018,68689
26023,4140
26030,11137
26032,65955
26034,48134
26035,26486
26039,9780
26040,9781
26042,9848
26043,35622
26046,69008
26047,68689
26049,77837
26050,9250
26052,10138
26058,10770
26061,25734
26064,53652
26066,26210
26067,65548
26068,26329
26071,65654
26075,26503
26076,27425
26078,47914
26079,26500
26082,57319
26086,49687
26087,64396
26099,54189
26105,37263
26107,33653
26109,10976
26110,10975
26113,10547
26115,152359
26117,11131
26119,11179
26120,34380
26121,2826
26124,2294
26126,64064
26138,45721
26147,57370
26148,12064
26149,2352
26157,28366
26158,47658
26163,4136
26164,67582
26166,63722
26169,2395
26180,64820
26181,50727
26183,4588
26184,4156
26188,8996
26189,63884
26193,67925
26198,59673
26200,24695
26208,4123
26215,19688
26217,69201
26220,63981
26222,67127
26225,67923
26227,67129
26230,80793
26231,67927
26241,24790
26246,66835
26247,68568
26252,15823
26262,69311
26265,31609
26276,68801
26281,32424
26287,1032
26288,1031
26289,1035
26337,21673
26354,40951
26355,39174
26356,70289
26359,65341
26360,15869
26361,15823
26364,21833
26365,69308
26368,23674
26370,33666
26382,68955
26388,59546
26389,69179
26395,45675
26401,13313
26402,13348
26406,53510
26407,1303
26411,13628
26412,13713
26423,70941
26424,9783
26427,10618
26434,37396
26440,69160
26455,35748
26458,47126
26468,13320
26480,10727
